Feature 1,Feature 2,Label
18.66039096023738,6.021561954950313,1
7.746095013678203,18.86526563247049,1
21.52662663155077,14.92084980267806,1
27.103876927060597,-8.856631764219017,1
15.136855062773012,-4.001209253098299,1
4.580858416312691,9.689385104987716,1
-3.2803400961930826,4.241434225378267,1
14.846582883306352,15.298544720387074,1
16.21057664035424,13.384590634329228,1
-6.141895563774533,18.7645880363713,1
15.359508289534816,14.422762982118389,1
4.158286262623565,5.589179030032404,1
12.584914464494792,22.491008629800984,1
1.080802219864779,12.864993875694857,1
22.461419490613405,12.635742960643723,1
22.156200210920645,6.992377360747832,1
9.435540606684702,9.603375615077704,1
-1.3218244766652596,28.230529220665282,1
-11.512302053210895,4.586016050076872,0
-4.167292695021363,14.804778590448626,1
28.50563518975565,9.395016049079981,1
11.163777215274527,11.15238706711514,1
13.887652979254646,20.516212532459832,1
0.5310415594277522,15.197903200333275,1
28.35152754323446,22.875702936791605,1
18.372813011254955,-8.066641950092148,1
21.756535052480352,9.112802424491836,1
7.285623238675546,1.6860801617372658,1
23.160358896492227,10.797157080564862,1
33.218015954037945,-5.262684573817024,1
28.841194799121332,16.654379114258813,1
14.749716718498647,18.22812999755365,1
9.706795740394325,1.4889292015566387,1
1.9118061406156848,-1.4447429888156886,1
0.4518234005343498,24.952424865948384,1
3.5769323382008675,25.20243829695346,1
-8.27956921221351,2.270177155090602,0
7.286022021433706,19.999836276643318,1
-15.333179764797741,16.692386521297003,1
23.706749842112007,4.279937828178273,1
3.3989577431127636,17.42834736360763,1
14.56556100333137,3.8625047024245385,1
18.646456920614913,30.428439414234838,1
15.970313126351378,16.760457222032866,1
11.690668574975025,17.4002996507481,1
-1.1001927388018835,11.358811322830677,1
