x,y
82.09932298479352,243.66200920791962
9.710127579306127,35.945197475653
83.7944907498804,237.97550210519495
9.609840789396307,31.462142310192235
97.64594650133958,296.50290488367244
46.86512016477016,144.91717085631325
97.67610881903371,289.0551657674475
60.4845519745046,181.07443862615372
73.92635793983017,209.5384647296652
3.9187792254320675,8.823138842674261
28.280696257640958,81.4134740127557
12.01965612131689,42.21946882656492
29.614019752214492,79.28023493842436
11.872771895424405,45.430296703373145
31.798317939397602,112.3397992631065
41.426299451466996,105.57904810426565
6.4147496348784365,25.506836212416317
69.24721193700198,216.5107161613084
56.660145420657514,165.60606600645028
26.53894909394454,77.64412913854565
52.32480534666997,157.64561026414034
9.394051075844168,27.20424443351522
57.59464955561793,171.69381897638254
92.92961975762141,264.02882120956446
31.856895245132367,109.0940013832283
66.74103799636816,213.0192999094727
13.179786240439217,33.405716129275625
71.63272041185655,202.23391795754452
28.94060929472011,94.03247664868793
18.319136200711682,51.19952890400438
58.65129348100832,179.37341207623277
2.0107546187493552,4.838979684797113
82.89400292173632,257.5973962759108
0.46954761925470656,10.356134294324178
67.781653679623,198.0889872542332
27.000797319216485,69.1687524036989
73.5194022122595,206.72882266342768
96.21885451174383,296.76035732630356
24.875314351995804,64.73735047814714
57.61573344178369,169.77903678236422
59.2041931271839,173.64943899704662
57.22519057908734,173.14989877456657
22.308163264061832,49.56169173372042
95.2749011516985,289.7124894230338
44.71253786176273,141.37652382363024
84.64086724711278,256.8068226117849
69.94792753175044,208.7349208782666
29.743695085513366,92.20508691922794
81.37978197024772,250.12980936714445
39.65057408469846,93.22579468982889
88.11031971111616,285.8900822158554
58.12728726358587,180.2827950176369
88.17353618548528,259.9965227325856
69.25315900777659,205.84994327145375
72.52542798196406,224.51370171938404
50.13243819267023,151.23627518766702
95.6083634723224,268.5182457391523
64.39901992296375,215.84198838248443
42.38550485581797,128.05110799512917
60.639321412792434,194.11969135553528
1.9193198309333526,0.8374610149561468
30.15748166745493,107.83621554482278
66.01735374926851,202.9154981367283
29.007760721044406,95.11172050788772
61.801542899884154,176.9520950381829
42.87687009457662,142.74206318055687
13.547406422245023,49.54040091208295
29.828232595603076,104.5031600824592
56.99649107012649,166.70859761396366
59.08727612481732,174.4515571898441
57.43252488495788,197.33674163171307
65.32008198571336,187.3600877299246
65.21032700016889,196.27148399372345
43.14184354339739,142.79444425621915
89.6546595851063,271.9412284324675
36.75618700478965,118.0980978119019
43.58649252656268,128.7649872870593
89.19233550156721,273.27756538317686
80.61939890460857,230.79292819647256
70.38885835403663,229.74788185829175
10.022688731230112,30.886425742404636
91.94826137446735,271.0430020834336
71.42412995491114,222.93622068505255
99.88470065678665,297.0469040964744
14.944830465799374,33.49190668337059
86.81260573682142,248.97064215248872
16.249293467637482,57.68561192981377
61.55595642838442,185.07213490369057
12.381998284944151,37.80897925814806
84.80082293222344,267.1799068564329
80.73189587250107,232.92742952993578
56.91007386145933,165.42344405572976
40.71832972259997,120.30619107598714
6.916699545513804,23.693614529712153
69.74287731445636,210.8069174304633
45.35426826780689,135.19393287952158
72.20555994703479,218.0004158201479
86.63823259286292,260.84164501567705
97.55215050028858,287.4604076153478
85.5803342392611,250.61107283224254
1.1714084185001972,8.259388832739987
35.99780644783639,101.0842685135539
72.9990562424058,209.42361613530886
17.162967726144053,50.36598066717523
52.10366062041293,156.73431169960062
5.433798833925363,40.86863147475818
19.999652489640006,54.95195471035768
1.8521794460613972,16.98914558787914
79.36977033574206,247.5811943492725
22.392468806038014,57.287956866076684
34.53516806969027,113.3380339830968
92.80812934655908,268.58558163774404
70.44144019235328,186.73259819709244
3.1838929531307847,17.61487410298616
16.469415649791273,33.849341114996626
62.14784014997635,192.9528650679882
57.72285886041676,168.32846760387812
23.78928213745086,89.9633543742513
93.42139979247938,292.9492933705982
61.3965955965896,181.65592875125492
53.56328030249583,155.81146479720067
58.9909976354571,166.8322188754301
73.01220295167697,216.627382532105
31.194499547960184,92.77994369203546
39.82210622160919,117.81938322091071
20.984374897512215,66.52016324526029
18.619300588033617,63.64311674138963
94.43723899839335,288.8082615651118
73.95507950492876,216.22379927572186
49.04588086175671,134.75972784725434
22.741462797332325,83.86970687302168
25.435648177039294,71.4124526856185
5.802916032387562,12.885812097812494
43.44166255581208,127.11309454442512
